x,y,r
0.49628068418725724,0.26641929951358007,0.02
0.9807382550335569,0.4544324324324324,0.004
0.3176510067114094,0.32254054054054054,0.004
0.045785234899328855,0.11151351351351352,0.004
0.02589261744966443,0.1247027027027027,0.004
0.5099463087248322,0.19724324324324324,0.004
0.8348590604026845,0.07194594594594594,0.004
0.5497315436241611,0.1312972972972973,0.004
0.6561280647758114,0.4054272704626824,0.004
0.5962301055767626,0.32446757539296306,0.004
0.1717718120805369,0.18405405405405406,0.004
0.4767919463087248,0.012594594594594595,0.004
0.012630872483221476,0.1312972972972973,0.004
0.284496644295302,0.1247027027027027,0.004
0.09883221476510068,0.3423243243243243,0.004
0.2579731543624161,0.058756756756756755,0.004
0.1518791946308725,0.3687027027027027,0.004
0.3176510067114094,0.27637837837837836,0.004
0.37893167553101226,0.34177204464710126,0.004
0.5895167785234899,0.19064864864864864,0.004
0.9144295302013422,0.21043243243243243,0.004
0.8481208053691275,0.07854054054054055,0.004
0.039154362416107376,0.19064864864864864,0.004
0.21155704697986577,0.16427027027027027,0.004
0.9939999999999999,0.4082702702702703,0.004
0.271234899328859,0.42805405405405406,0.004
0.13198657718120804,0.4676216216216216,0.004
0.13861744966442952,0.3950810810810811,0.004
0.0325234899328859,0.4016756756756757,0.004
0.8879060402684563,0.1444864864864865,0.004
0.3702416318311916,0.39735629570005754,0.004
0.7685503355704698,0.17086486486486485,0.004
0.7552885906040269,0.46102702702702697,0.004
0.8812751677852348,0.48740540540540545,0.004
0.3627445906476268,0.4090101214832133,0.004
0.7486577181208054,0.08513513513513514,0.004
0.19166442953020135,0.42805405405405406,0.004
0.5438344251242727,0.2533127835841206,0.004
0.435402031223274,0.2671497379476583,0.004
0.7221342281879194,0.1312972972972973,0.004
0.4701610738255033,0.03897297297297297,0.004
0.7619194630872483,0.3687027027027027,0.004
0.4303758389261745,0.19064864864864864,0.004
0.18503355704697985,0.2895675675675676,0.004
0.7552885906040269,0.42145945945945945,0.004
0.15851006711409396,0.4808108108108108,0.004
0.8215973154362416,0.2895675675675676,0.004
0.045785234899328855,0.2434054054054054,0.004
0.9210604026845637,0.25,0.004
0.3773288590604027,0.11151351351351352,0.004
0.01926174496644295,0.3027567567567568,0.004
0.5895167785234899,0.07194594594594594,0.004
0.2513422818791946,0.31594594594594594,0.004
0.7353959731543623,0.3555135135135135,0.004
0.6491946308724832,0.1444864864864865,0.004
0.6027785234899329,0.2368108108108108,0.004
0.8017046979865772,0.03897297297297297,0.004
0.6649597900214869,0.435082587047732,0.004
0.02589261744966443,0.4676216216216216,0.004
0.6491946308724832,0.07194594594594594,0.004
0.36940694892538006,0.3656718719634291,0.004
0.5993735965702556,0.34950765791419125,0.004
0.9807382550335569,0.006,0.004
0.19166442953020135,0.11810810810810811,0.004
0.6956107382550335,0.11810810810810811,0.004
0.6370203227046409,0.32175469318753064,0.004
0.423744966442953,0.1576756756756757,0.004
0.3176510067114094,0.4742162162162162,0.004
0.8348590604026845,0.2631891891891892,0.004
0.15851006711409396,0.07854054054054055,0.004
0.536469798657718,0.1312972972972973,0.004
0.5924366380585825,0.29331046383654924,0.004
0.39059060402684564,0.1312972972972973,0.004
0.39059060402684564,0.21702702702702703,0.004
0.6823489932885906,0.07854054054054055,0.004
0.9144295302013422,0.10491891891891893,0.004
0.06567785234899329,0.42805405405405406,0.004
0.576255033557047,0.1312972972972973,0.004
0.18503355704697985,0.13789189189189188,0.004
0.954214765100671,0.1576756756756757,0.004
0.045785234899328855,0.06535135135135135,0.004
0.14524832214765102,0.09172972972972973,0.004
0.8812751677852348,0.1247027027027027,0.004
0.64976886725345,0.3686544528444103,0.004
0.3110201342281879,0.20383783783783785,0.004
0.3375436241610738,0.4082702702702703,0.004
0.35430984089685447,0.5047085865386067,0.004
0.7486577181208054,0.2434054054054054,0.004
0.3979781524703982,0.2659557854356939,0.004
0.4039106657949626,0.3896185535634172,0.004
0.6823489932885906,0.045567567567567566,0.004
0.37069798657718117,0.1444864864864865,0.004
0.8348590604026845,0.31594594594594594,0.004
0.8215973154362416,0.2434054054054054,0.004
0.6184627155232609,0.3729180883949939,0.004
0.3441744966442953,0.1247027027027027,0.004
0.7486577181208054,0.4544324324324324,0.004
0.8481208053691275,0.06535135135135135,0.004
0.5431006711409396,0.012594594594594595,0.004
0.05904697986577181,0.09172972972972973,0.004
0.6757181208053691,0.2434054054054054,0.004
0.4436375838926174,0.019189189189189187,0.004
0.8083355704697986,0.09832432432432432,0.004
0.6690872483221476,0.03237837837837838,0.004
0.967476510067114,0.2368108108108108,0.004
0.039154362416107376,0.46102702702702697,0.004
0.7486577181208054,0.28297297297297297,0.004
0.43146218235809924,0.31119687429136556,0.004
0.3176510067114094,0.16427027027027027,0.004
0.8083355704697986,0.4412432432432432,0.004
0.702241610738255,0.2368108108108108,0.004
0.14524832214765102,0.17086486486486485,0.004
0.3574362416107382,0.05216216216216216,0.004
0.6425637583892617,0.2631891891891892,0.004
0.4892467347303892,0.22417367712164654,0.004
0.6425637583892617,0.006,0.004
0.01926174496644295,0.3818918918918919,0.004
0.6956107382550335,0.07194594594594594,0.004
0.5579835349416666,0.307024763013359,0.004
0.11209395973154362,0.2961621621621622,0.004
0.423744966442953,0.10491891891891893,0.004
0.21155704697986577,0.1247027027027027,0.004
0.41711409395973154,0.1247027027027027,0.004
0.26460402684563755,0.006,0.004
0.06567785234899329,0.16427027027027027,0.004
0.9210604026845637,0.4082702702702703,0.004
0.284496644295302,0.17745945945945946,0.004
0.49005369127516774,0.1247027027027027,0.004
0.41048322147651006,0.1312972972972973,0.004
0.3546844889290363,0.37261811824055874,0.004
0.2314496644295302,0.10491891891891893,0.004
0.8613825503355704,0.2961621621621622,0.004
0.23808053691275166,0.43464864864864866,0.004
0.14524832214765102,0.4016756756756757,0.004
0.27786577181208055,0.03897297297297297,0.004
0.9210604026845637,0.19724324324324324,0.004
0.7155033557046979,0.4478378378378378,0.004
0.7353959731543623,0.3489189189189189,0.004
0.8282281879194631,0.31594594594594594,0.004
0.012630872483221476,0.32254054054054054,0.004
0.6823489932885906,0.07194594594594594,0.004
0.13198657718120804,0.18405405405405406,0.004
0.8348590604026845,0.2961621621621622,0.004
0.7552885906040269,0.2565945945945946,0.004
0.08557046979865772,0.07194594594594594,0.004
0.514428474076935,0.23255541628360415,0.004
0.5298389261744966,0.11151351351351352,0.004
0.7155033557046979,0.17745945945945946,0.004
0.33091275167785233,0.43464864864864866,0.004
0.6491946308724832,0.25,0.004
0.35523957789520466,0.4285280214103739,0.004
0.3527592713511987,0.4301591885793669,0.004
0.4767919463087248,0.07194594594594594,0.004
0.7818120805369128,0.3621081081081081,0.004
0.6415744158343083,0.3683192947880786,0.004
0.46353020134228184,0.09172972972972973,0.004
0.3847625461054532,0.4464967853417366,0.004
0.9144295302013422,0.2961621621621622,0.004
0.5099463087248322,0.18405405405405406,0.004
0.07230872483221476,0.4808108108108108,0.004
0.954214765100671,0.1312972972972973,0.004
0.2579731543624161,0.3489189189189189,0.004
0.9807382550335569,0.37529729729729727,0.004
0.8083355704697986,0.2961621621621622,0.004
0.5999291014267883,0.27467840857167614,0.004
0.7552885906040269,0.31594594594594594,0.004
0.2579731543624161,0.06535135135135135,0.004
0.6690872483221476,0.4016756756756757,0.004
0.3640671140939597,0.16427027027027027,0.004
0.1187248322147651,0.18405405405405406,0.004
0.2049261744966443,0.37529729729729727,0.004
0.954214765100671,0.3423243243243243,0.004
0.39973580876249415,0.3626374603300534,0.004
0.11209395973154362,0.17745945945945946,0.004
0.14524832214765102,0.09832432432432432,0.004
0.3375436241610738,0.19724324324324324,0.004
0.5497315436241611,0.11151351351351352,0.004
0.07893959731543625,0.3818918918918919,0.004
0.9873691275167784,0.3621081081081081,0.004
0.9343221476510066,0.07854054054054055,0.004
0.854751677852349,0.2565945945945946,0.004
0.9144295302013422,0.28297297297297297,0.004
0.43578957994199463,0.22929501358039653,0.004
0.7420268456375838,0.11810810810810811,0.004
0.039154362416107376,0.21702702702702703,0.004
0.33091275167785233,0.25,0.004
0.4303758389261745,0.16427027027027027,0.004
0.9475838926174496,0.1510810810810811,0.004
0.052416107382550335,0.3423243243243243,0.004
0.3555330336184303,0.29450388893691937,0.004
0.8746442953020134,0.2302162162162162,0.004
0.045785234899328855,0.4676216216216216,0.004
0.7155033557046979,0.43464864864864866,0.004
0.9276912751677852,0.3555135135135135,0.004
0.8613825503355704,0.006,0.004
0.06567785234899329,0.3818918918918919,0.004
0.9409530201342281,0.03897297297297297,0.004
0.9807382550335569,0.1444864864864865,0.004
0.10546308724832215,0.42145945945945945,0.004
0.3526870122221352,0.3975279938113551,0.004
0.48105051892435624,0.23895481491657777,0.004
0.47251225281705295,0.22075670342902295,0.004
0.3884063107887127,0.3539044364264108,0.004
0.13861744966442952,0.21043243243243243,0.004
0.5431006711409396,0.07194594594594594,0.004
0.34150371850376066,0.45939029617675764,0.004
0.8282281879194631,0.46102702702702697,0.004
0.9873691275167784,0.41486486486486485,0.004
0.11209395973154362,0.06535135135135135,0.004
0.702241610738255,0.03237837837837838,0.004
0.6094093959731544,0.09832432432432432,0.004
